DISTRICT,CAMPNAME,COUNTY,CAMPUS,CAMPNAME_CLEAN,GRDTYPE,GRDSPAN,CFLCHART
101914,ODESSA KILPATRICK EL,101,101914122,Odessa Kilpatrick Elementary School,E,EE - 05,N
101914,ROBERTA WRIGHT RYLANDER EL,101,101914123,Roberta Wright Rylander Elementary School,E,EE - 05,N
101914,JOELLA EXLEY EL,101,101914124,Joella Exley Elementary School,E,EE - 05,N
101914,JACK & SHARON RHOADS EL,101,101914125,Jack & Sharon Rhoads Elementary School,E,EE - 05,N
101914,FRANZ EL,101,101914126,Franz Elementary School,E,EE - 05,N
101914,GRIFFIN EL,101,101914127,Griffin Elementary School,E,EE - 05,N
101914,URSULA STEPHENS EL,101,101914128,Ursula Stephens Elementary School,E,EE - 05,N
101914,WOODCREEK EL,101,101914129,Woodcreek Elementary School,E,EE - 05,N
101914,MORTON RANCH EL,101,101914130,Morton Ranch Elementary School,E,EE - 05,N
101914,BONNIE HOLLAND EL,101,101914131,Bonnie Holland Elementary School,E,EE - 05,N
101914,STANLEY C STANLEY EL,101,101914132,Stanley C Stanley Elementary School,E,EE - 05,N
101914,TOM WILSON EL,101,101914133,Tom Wilson Elementary School,E,EE - 05,N
101914,RAY AND JAMIE WOLMAN EL,101,101914134,Ray And Jamie Wolman Elementary School,E,EE - 05,N
101914,FRED AND PATTI SHAFER EL,101,101914137,Fred And Patti Shafer Elementary School,E,KG - 05,N
101914,KEIKO DAVIDSON EL,101,101914138,Keiko Davidson Elementary School,E,EE - 05,N
101914,JAMES E RANDOLPH EL,101,101914139,James E Randolph Elementary School,E,KG - 05,N
101914,JENKS EL,101,101914140,Jenks Elementary School,E,EE - 05,N
101914,BETHKE EL,101,101914141,Bethke Elementary School,E,EE - 05,N
101914,BRYANT EL,101,101914142,Bryant Elementary School,E,EE - 05,N
101914,CAMPBELL EL,101,101914143,Campbell Elementary School,E,PK - 05,N
101915,KLEIN H S,101,101915001,Klein High School,S,09 - 12,N
101915,KLEIN FOREST H S,101,101915002,Klein Forest High School,S,09 - 12,N
101915,KLEIN OAK H S,101,101915003,Klein Oak High School,S,09 - 12,N
101915,KLEIN COLLINS H S,101,101915004,Klein Collins High School,S,09 - 12,N
101915,KLEIN CAIN H S,101,101915005,Klein Cain High School,S,09 - 11,N
101915,HARRIS CO JJAEP,101,101915037,Harris Co JJAEP,S,07 - 12,N
101915,KLEIN ANNEX,101,101915038,Klein Annex,S,07 - 12,N
101915,KLEIN INT,101,101915041,Klein Intermediate School,M,06 - 08,N
101915,HILDEBRANDT INT,101,101915042,Hildebrandt Intermediate School,M,06 - 08,N
101915,WUNDERLICH INT,101,101915043,Wunderlich Intermediate School,M,06 - 08,N
101915,STRACK INT,101,101915044,Strack Intermediate School,M,06 - 08,N
101915,KLEB INT,101,101915045,Kleb Intermediate School,M,06 - 08,N
101915,DOERRE INT,101,101915046,Doerre Intermediate School,M,06 - 08,N
101915,SCHINDEWOLF INT,101,101915047,Schindewolf Intermediate School,M,06 - 08,N
101915,KRIMMEL INTERMED,101,101915048,Krimmel Intermed,M,06 - 08,N
101915,ULRICH INT,101,101915049,Ulrich Intermediate School,M,06 - 08,N
101915,HOFIUS INT,101,101915050,Hofius Intermediate School,M,06 - 08,N
101915,KOHRVILLE EL,101,101915101,Kohrville Elementary School,E,PK - 05,N
101915,NORTHAMPTON EL,101,101915102,Northampton Elementary School,E,PK - 05,N
101915,HAUDE EL,101,101915103,Haude Elementary School,E,PK - 05,N
101915,GREENWOOD FOREST EL,101,101915104,Greenwood Forest Elementary School,E,KG - 05,N
101915,EPPS ISLAND EL,101,101915105,Epps Island Elementary School,E,KG - 05,N
101915,THEISS EL,101,101915106,Theiss Elementary School,E,PK - 05,N
101915,BENFER EL,101,101915107,Benfer Elementary School,E,EE - 05,N
101915,KAISER EL,101,101915108,Kaiser Elementary School,E,KG - 05,N
101915,BRILL EL,101,101915109,Brill Elementary School,E,EE - 05,N
101915,EHRHARDT EL,101,101915110,Ehrhardt Elementary School,E,PK - 05,N
101915,LEMM EL,101,101915111,Lemm Elementary School,E,PK - 05,N
101915,NITSCH EL,101,101915112,Nitsch Elementary School,E,KG - 05,N
101915,KRAHN EL,101,101915113,Krahn Elementary School,E,EE - 05,N
101915,ROTH EL,101,101915114,Roth Elementary School,E,PK - 05,N
101915,KUEHNLE EL,101,101915115,Kuehnle Elementary School,E,PK - 05,N
101915,MITTELSTADT EL,101,101915116,Mittelstadt Elementary School,E,EE - 05,N
101915,KLENK EL,101,101915117,Klenk Elementary School,E,KG - 05,N
101915,EILAND EL,101,101915118,Eiland Elementary School,E,KG - 05,N
101915,SCHULTZ EL,101,101915119,Schultz Elementary School,E,PK - 05,N
101915,HASSLER EL,101,101915120,Hassler Elementary School,E,PK - 05,N
101915,KREINHOP EL,101,101915121,Kreinhop Elementary School,E,EE - 05,N
101915,MCDOUGLE EL,101,101915122,McDougle Elementary School,E,KG - 05,N
101915,METZLER EL,101,101915123,Metzler Elementary School,E,EE - 05,N
101915,BENIGNUS EL,101,101915124,Benignus Elementary School,E,EE - 05,N
101915,FRANK EL,101,101915125,Frank Elementary School,E,EE - 05,N
101915,MUELLER EL,101,101915126,Mueller Elementary School,E,PK - 05,N
101915,BLACKSHEAR EL,101,101915127,Blackshear Elementary School,E,EE - 05,N
101915,ZWINK EL,101,101915128,Zwink Elementary School,E,EE - 05,N
101915,BERNSHAUSEN EL,101,101915129,Bernshausen Elementary School,E,PK - 05,N
101915,THE GRACE ENGLAND EARLY CHILDHOOD/,101,101915130,The Grace England Early Childhood/,E,EE - PK,N
101915,FRENCH EL,101,101915131,French Elementary School,E,EE - 05,N
101915,MAHAFFEY EL,101,101915132,Mahaffey Elementary School,E,EE - 05,N
101916,LA PORTE H S,101,101916001,La Porte High School,S,09 - 12,N
101916,THE ACADEMY OF VIOLA DEWALT H S,101,101916002,The Academy Of Viola Dewalt High School,S,09 - 12,N
101916,HIGHPOINT - DAEP,101,101916009,Highpoint - DAEP,S,09 - 10,N
101916,JJAEP DISCIPLINARY SCHOOL,101,101916032,JJAEP Disciplinary School,S,09 - 10,N
101916,LA PORTE J H,101,101916041,La Porte Junior High,M,07 - 08,N
101916,JAMES H BAKER SIXTH GRADE CAMPUS,101,101916042,James H Baker Sixth Grade Campus,M,06 - 06,N
101916,LOMAX J H,101,101916043,Lomax Junior High,M,07 - 08,N
101916,JENNIE REID EL,101,101916101,Jennie Reid Elementary School,E,KG - 05,N
101916,HERITAGE EL,101,101916102,Heritage Elementary School,E,KG - 05,N
101916,LA PORTE EL,101,101916103,La Porte Elementary School,E,EE - 05,N
101916,BAYSHORE EL,101,101916104,Bayshore Elementary School,E,EE - 05,N
101916,COLLEGE PARK EL,101,101916105,College Park Elementary School,E,EE - 05,N
101916,LOMAX EL,101,101916106,Lomax Elementary School,E,KG - 05,N
101916,LEO A RIZZUTO EL,101,101916107,Leo A Rizzuto Elementary School,E,KG - 05,N
101917,PASADENA HIGH SCHOOL,101,101917001,Pasadena High School,S,09 - 12,N
101917,SAM RAYBURN H S,101,101917002,Sam Rayburn High School,S,09 - 12,N
101917,SOUTH HOUSTON HIGH SCHOOL,101,101917003,South Houston High School,S,09 - 12,N
101917,DOBIE H S,101,101917004,Dobie High School,S,09 - 12,N
101917,TEGELER CAREER CENTER,101,101917007,Tegeler Career Center,S,07 - 12,N
101917,EXCEL ACADEMY (JJAEP),101,101917012,Excel Academy (JJAEP),S,07 - 12,N
101917,PASADENA MEMORIAL H S,101,101917013,Pasadena Memorial High School,S,09 - 12,N
101917,THE SUMMIT (HIGH SCHOOL),101,101917014,The Summit (High School),S,09 - 12,N
101917,DR KIRK LEWIS CAREER AND TECHNICAL,101,101917016,Dr Kirk Lewis Career And Technical,B,PK - 12,N
101917,BEVERLY HILLS INT,101,101917041,Beverly Hills Intermediate School,M,07 - 08,N
101917,JACKSON INT,101,101917042,Jackson Intermediate School,M,07 - 08,N
101917,PARK VIEW INT,101,101917043,Park View Intermediate School,M,07 - 08,N
101917,QUEENS INT,101,101917044,Queens Intermediate School,M,07 - 08,N
101917,SAN JACINTO INT,101,101917045,San Jacinto Intermediate School,M,07 - 08,N
101917,SOUTH HOUSTON INT,101,101917046,South Houston Intermediate School,M,07 - 08,N
101917,SOUTHMORE INT,101,101917047,Southmore Intermediate School,M,07 - 08,N
101917,MILLER INT,101,101917048,Miller Intermediate School,M,07 - 08,N
101917,THOMPSON INT,101,101917049,Thompson Intermediate School,M,07 - 08,N
101917,BONDY INT,101,101917051,Bondy Intermediate School,M,07 - 08,N
101917,THE SUMMIT (INTERMEDIATE),101,101917055,The Summit (Intermediate),M,05 - 08,N
101917,BAILEY EL,101,101917101,Bailey Elementary School,E,PK - 04,N
101917,FISHER ELEMENTARY,101,101917102,Fisher Elementary,E,PK - 04,N
101917,FREEMAN EL,101,101917103,Freeman Elementary School,E,EE - 04,N
101917,GARDENS EL,101,101917104,Gardens Elementary School,E,PK - 04,N
101917,GARFIELD EL,101,101917105,Garfield Elementary School,E,PK - 04,N
101917,GENOA EL,101,101917106,Genoa Elementary School,E,EE - 04,N
101917,GOLDEN ACRES EL,101,101917107,Golden Acres Elementary School,E,PK - 04,N
101917,PEARL HALL EL,101,101917108,Pearl Hall Elementary School,E,PK - 04,N
101917,JESSUP EL,101,101917109,Jessup Elementary School,E,PK - 04,N
101917,KRUSE EL,101,101917110,Kruse Elementary School,E,PK - 04,N
101917,MEADOR ELEMENTARY,101,101917111,Meador Elementary,E,EE - 04,N
101917,PARKS EL,101,101917112,Parks Elementary School,E,PK - 04,N
101917,POMEROY EL,101,101917113,Pomeroy Elementary School,E,EE - 04,N
101917,RED BLUFF EL,101,101917114,Red Bluff Elementary School,E,PK - 04,N
101917,RICHEY EL,101,101917115,Richey Elementary School,E,EE - 04,N
101917,L F SMITH ELEMENTARY,101,101917116,L F Smith Elementary,E,EE - 04,N
101917,MAE SMYTHE EL,101,101917117,Mae Smythe Elementary School,E,PK - 04,N
101917,SOUTH HOUSTON EL,101,101917118,South Houston Elementary School,E,PK - 04,N
101917,SOUTH SHAVER EL,101,101917119,South Shaver Elementary School,E,EE - 04,N
101917,WILLIAMS ELEMENTARY,101,101917120,Williams Elementary,E,PK - 04,N
101917,MCMASTERS EL,101,101917122,McMasters Elementary School,E,EE - 04,N
101917,STUCHBERY EL,101,101917123,Stuchbery Elementary School,E,PK - 04,N
101917,ATKINSON EL,101,101917124,Atkinson Elementary School,E,KG - 04,N
101917,JENSEN EL,101,101917125,Jensen Elementary School,E,PK - 04,N
101917,BURNETT ELEMENTARY,101,101917126,Burnett Elementary,E,EE - 04,N
101917,FRAZIER EL,101,101917127,Frazier Elementary School,E,EE - 04,N
101917,TEAGUE EL,101,101917128,Teague Elementary School,E,PK - 04,N
101917,MOORE EL,101,101917129,Moore Elementary School,E,PK - 04,N
101917,YOUNG EL,101,101917130,Young Elementary School,E,EE - 04,N
101917,SPARKS ELEMENTARY,101,101917131,Sparks Elementary,E,EE - 04,N
101917,TURNER EL,101,101917132,Turner Elementary School,E,EE - 04,N
101917,MORALES ELEMENTARY,101,101917133,Morales Elementary,E,EE - 04,N
101917,MATTHYS EL,101,101917134,Matthys Elementary School,E,PK - 04,N
101917,MORRIS MIDDLE,101,101917135,Morris Middle School,M,05 - 06,N
101917,DE ZAVALA MIDDLE SCHOOL,101,101917136,De Zavala Middle School,M,05 - 06,N
101917,LAURA WELCH BUSH EL,101,101917137,Laura Welch Bush Elementary School,E,PK - 04,N
101917,SOUTH BELT EL,101,101917138,South Belt Elementary School,E,EE - 04,N
101917,CARTER LOMAX MIDDLE,101,101917139,Carter Lomax Middle School,M,05 - 06,N
101917,MELILLO MIDDLE,101,101917140,Melillo Middle School,M,05 - 06,N
101917,EARNESTEEN MILSTEAD MIDDLE,101,101917141,Earnesteen Milstead Middle School,M,05 - 06,N
101917,RICK SCHNEIDER MIDDLE,101,101917142,Rick Schneider Middle School,M,05 - 06,N
101917,BOBBY SHAW MIDDLE,101,101917143,Bobby Shaw Middle School,M,05 - 06,N
101917,KELLER MIDDLE,101,101917144,Keller Middle School,M,05 - 06,N
101917,MARSHALL KENDRICK MIDDLE,101,101917145,Marshall Kendrick Middle School,M,05 - 06,N
101917,NELDA SULLIVAN MIDDLE,101,101917146,Nelda Sullivan Middle School,M,05 - 06,N
101917,FRED ROBERTS MIDDLE,101,101917147,Fred Roberts Middle School,M,05 - 06,N
101917,THOMAS HANCOCK EL,101,101917148,Thomas Hancock Elementary School,E,PK - 04,N
101919,SPRING H S,101,101919001,Spring High School,B,02 - 12,N
101919,WESTFIELD H S,101,101919002,Westfield High School,S,09 - 12,N
101919,ANDY DEKANEY H S,101,101919003,Andy Dekaney High School,S,09 - 12,N
101919,CARL WUNSCHE SR H S,101,101919018,Carl Wunsche Sr High School,S,09 - 12,N
101919,SPRING EARLY COLLEGE ACADEMY,101,101919021,Spring Early College Academy,S,09 - 12,N
101919,RICHEY ACADEMY,101,101919022,Richey Academy,B,06 - 12,N
101919,EDWIN M WELLS MIDDLE,101,101919043,Edwin M Wells Middle School,M,06 - 08,N
101919,DUEITT MIDDLE,101,101919044,Dueitt Middle School,M,06 - 08,N
101919,TWIN CREEKS MIDDLE,101,101919045,Twin Creeks Middle School,M,06 - 08,N
101919,BAMMEL MIDDLE,101,101919046,Bammel Middle School,M,06 - 08,N
101919,STELLE CLAUGHTON MIDDLE,101,101919047,Stelle Claughton Middle School,M,06 - 08,N
101919,RICKEY C BAILEY MIDDLE,101,101919048,Rickey C Bailey Middle School,M,06 - 08,N
101919,EDWARD ROBERSON MIDDLE,101,101919050,Edward Roberson Middle School,M,06 - 08,N
101919,BAMMEL EL,101,101919102,Bammel Elementary School,E,EE - 07,N
101919,PONDEROSA EL,101,101919103,Ponderosa Elementary School,E,PK - 06,N
101919,JOHN WINSHIP EL,101,101919104,John Winship Elementary School,E,PK - 05,N
101919,PAT REYNOLDS EL,101,101919105,Pat Reynolds Elementary School,E,EE - 05,N
101919,MEYER EL,101,101919106,Meyer Elementary School,E,EE - 08,N
101919,MILDRED JENKINS EL,101,101919107,Mildred Jenkins Elementary School,E,PK - 05,N
101919,PEARL M HIRSCH EL,101,101919108,Pearl M Hirsch Elementary School,E,EE - 05,N
101919,ANDERSON EL,101,101919109,Anderson Elementary School,E,EE - 06,N
101919,JOAN LINK EL,101,101919110,Joan Link Elementary School,E,EE - 05,N
101919,SMITH EL,101,101919111,Smith Elementary School,E,EE - 08,N
101919,BENEKE EL,101,101919112,Beneke Elementary School,E,EE - 06,N
101919,DELORAS E THOMPSON EL,101,101919114,Deloras E Thompson Elementary School,E,PK - 06,N
101919,HERITAGE EL,101,101919115,Heritage Elementary School,E,EE - 05,N
101919,CLARK INT,101,101919116,Clark Intermediate School,E,KG - 07,N
101919,SALYERS EL,101,101919117,Salyers Elementary School,E,EE - 07,N
101919,CHET BURCHETT EL,101,101919119,Chet Burchett Elementary School,E,EE - 06,N
101919,MILTON COOPER EL,101,101919120,Milton Cooper Elementary School,E,EE - 06,N
101919,GINGER MCNABB EL,101,101919121,Ginger McNabb Elementary School,E,EE - 08,N
101919,NORTHGATE EL,101,101919122,Northgate Elementary School,E,PK - 05,N
101919,DONNA LEWIS EL,101,101919123,Donna Lewis Elementary School,E,PK - 05,N
101919,CAROLEE BOOKER ELEMENTARY,101,101919124,Carolee Booker Elementary,E,EE - 07,N
101919,HOYLAND EL,101,101919125,Hoyland Elementary School,E,PK - 08,N
101919,RALPH EICKENROHT EL,101,101919126,Ralph Eickenroht Elementary School,E,EE - 05,N
101919,HELEN MAJOR EL,101,101919127,Helen Major Elementary School,E,EE - 08,N
101919,GLORIA MARSHALL EL,101,101919128,Gloria Marshall Elementary School,E,EE - 05,N
101919,CLARK PRI,101,101919129,Clark Primary School,E,EE - 05,N
101920,MEMORIAL H S,101,101920001,Memorial High School,S,09 - 12,N
101920,SPRING WOODS H S,101,101920003,Spring Woods High School,S,09 - 12,N
101920,NORTHBROOK H S,101,101920005,Northbrook High School,S,09 - 12,N
101920,STRATFORD H S,101,101920006,Stratford High School,S,09 - 12,N
101920,HARRIS CO J J A E P,101,101920010,Harris Co JJAEP,S,10 - 11,N
101920,WESTCHESTER ACADEMY FOR INTERNATIO,101,101920014,Westchester Academy For Internatio,B,06 - 12,N
101920,ACADEMY OF CHOICE,101,101920016,Academy Of Choice,B,06 - 12,N
101920,SPRING BRANCH ACADEMIC INSTITUTE,101,101920018,Spring Branch Academic Institute,B,KG - 09,N
101920,LANDRUM MIDDLE,101,101920041,Landrum Middle School,M,05 - 08,N
101920,MEMORIAL MIDDLE,101,101920042,Memorial Middle School,M,06 - 08,N
101920,SPRING BRANCH MIDDLE,101,101920043,Spring Branch Middle School,M,06 - 08,N
101920,SPRING WOODS MIDDLE,101,101920044,Spring Woods Middle School,M,06 - 08,N
101920,SPRING FOREST MIDDLE,101,101920045,Spring Forest Middle School,M,06 - 08,N
101920,SPRING OAKS MIDDLE,101,101920046,Spring Oaks Middle School,M,06 - 08,N
101920,NORTHBROOK MIDDLE,101,101920047,Northbrook Middle School,M,06 - 08,N
101920,CORNERSTONE ACADEMY,101,101920048,Cornerstone Academy,M,06 - 08,N
101920,BENDWOOD SCHOOL,101,101920101,Bendwood School,E,EE - EE,N
101920,BUNKER HILL EL,101,101920102,Bunker Hill Elementary School,E,KG - 05,N
101920,EDGEWOOD EL,101,101920103,Edgewood Elementary School,E,PK - 05,N
101920,FROSTWOOD EL,101,101920104,Frostwood Elementary School,E,KG - 05,N
101920,HOLLIBROOK EL,101,101920105,Hollibrook Elementary School,E,PK - 05,N
101920,HOUSMAN EL,101,101920106,Housman Elementary School,E,KG - 05,N
101920,HUNTERS CREEK EL,101,101920107,Hunters Creek Elementary School,E,KG - 05,N
101920,MEADOW WOOD EL,101,101920108,Meadow Wood Elementary School,E,PK - 05,N
101920,MEMORIAL DRIVE EL,101,101920109,Memorial Drive Elementary School,E,PK - 05,N
101920,PINE SHADOWS EL,101,101920110,Pine Shadows Elementary School,E,KG - 05,N
101920,RIDGECREST EL,101,101920111,Ridgecrest Elementary School,E,KG - 05,N
101920,RUMMEL CREEK EL,101,101920112,Rummel Creek Elementary School,E,PK - 05,N
101920,SHADOW OAKS EL,101,101920113,Shadow Oaks Elementary School,E,PK - 05,N
101920,SPRING BRANCH EL,101,101920114,Spring Branch Elementary School,E,KG - 05,N
101920,VALLEY OAKS EL,101,101920115,Valley Oaks Elementary School,E,PK - 05,N
101920,WESTWOOD EL,101,101920116,Westwood Elementary School,E,KG - 05,N
101920,WOODVIEW EL,101,101920117,Woodview Elementary School,E,PK - 05,N
101920,WILCHESTER EL,101,101920118,Wilchester Elementary School,E,PK - 05,N
101920,SHERWOOD EL,101,101920119,Sherwood Elementary School,E,PK - 05,N
101920,SPRING SHADOW EL,101,101920120,Spring Shadow Elementary School,E,KG - 05,N
101920,NOTTINGHAM EL,101,101920121,Nottingham Elementary School,E,PK - 05,N
101920,TERRACE EL,101,101920122,Terrace Elementary School,E,PK - 05,N
101920,THORNWOOD EL,101,101920123,Thornwood Elementary School,E,PK - 05,N
101920,CEDAR BROOK EL,101,101920124,Cedar Brook Elementary School,E,PK - 05,N
101920,TREASURE FOREST EL,101,101920125,Treasure Forest Elementary School,E,KG - 05,N
101920,BUFFALO CREEK EL,101,101920126,Buffalo Creek Elementary School,E,KG - 05,N
101920,THE WILDCAT WAY SCHOOL,101,101920128,The Wildcat Way School,E,EE - PK,N
101920,THE PANDA PATH SCHOOL,101,101920129,The Panda Path School,E,PK - PK,N
101920,THE LION LANE SCHOOL,101,101920130,The Lion Lane School,E,EE - PK,N
101920,THE BEAR BLVD SCHOOL,101,101920131,The Bear Blvd School,E,EE - PK,N
101920,THE TIGER TRAIL SCHOOL,101,101920132,The Tiger Trail School,E,EE - PK,N
101921,TOMBALL H S,101,101921001,Tomball High School,S,09 - 12,N
101921,TOMBALL MEMORIAL H S,101,101921002,Tomball Memorial High School,S,09 - 12,N
101921,TOMBALL J J A E P CAMPUS,101,101921003,Tomball JJAEP Campus,S,09 - 10,N
101921,TOMBALL STAR ACADEMY,101,101921005,Tomball Star Academy,S,09 - 10,N
101921,TOMBALL J H,101,101921042,Tomball Junior High,M,07 - 08,N
101921,WILLOW WOOD J H,101,101921043,Willow Wood Junior High,M,07 - 08,N
101921,CREEKSIDE PARK J H,101,101921044,Creekside Park Junior High,M,06 - 08,N
101921,DECKER PRAIRIE EL,101,101921102,Decker Prairie Elementary School,E,EE - 04,N
101921,LAKEWOOD EL,101,101921103,Lakewood Elementary School,E,EE - 04,N
101921,TOMBALL INT,101,101921105,Tomball Intermediate School,M,05 - 06,N
101921,WILLOW CREEK EL,101,101921107,Willow Creek Elementary School,E,EE - 04,N
101921,TOMBALL EL,101,101921108,Tomball Elementary School,E,PK - 04,N
101921,NORTHPOINTE INT,101,101921109,Northpointe Intermediate School,M,05 - 06,N
101921,ROSEHILL EL,101,101921110,Rosehill Elementary School,E,EE - 04,N
101921,CANYON POINTE EL,101,101921111,Canyon Pointe Elementary School,E,PK - 04,N
101921,CREEKSIDE FOREST EL,101,101921112,Creekside Forest Elementary School,E,KG - 05,N
101921,TIMBER CREEK EL,101,101921113,Timber Creek Elementary School,E,KG - 05,N
101921,WILDWOOD EL,101,101921114,Wildwood Elementary School,E,EE - 04,N
101921,CREEKVIEW EL,101,101921115,Creekview Elementary School,E,KG - 05,N
101921,OAKCREST INT,101,101921116,Oakcrest Intermediate School,M,05 - 06,N
101924,C E KING H S,101,101924001,C E King High School,S,09 - 12,N
101924,SHELDON JJAEP,101,101924010,Sheldon JJAEP,B,05 - 11,N
101924,KASE ACADEMY,101,101924012,Kase Academy,S,11 - 12,N
101924,HIGH POINT EAST,101,101924014,High Point East,S,08 - 12,N
101924,C E KING MIDDLE,101,101924041,C E King Middle School,M,06 - 08,N
101924,MICHAEL R NULL MIDDLE,101,101924043,Michael R Null Middle School,M,06 - 08,N
101924,ROYALWOOD EL,101,101924102,Royalwood Elementary School,E,01 - 05,N
101924,L E MONAHAN EL,101,101924104,L E Monahan Elementary School,E,01 - 05,N
101924,STEPHANIE CRAVENS EARLY CHILDHOOD,101,101924107,Stephanie Cravens Early Childhood,E,EE - KG,N
